It	it	DET	O
spoar	spoar	NOUN	O
waard	wurde	AUX	O
rendabel	rendabel	ADJ	O
,	,	PUNCT	O
begûn	begaan	VERB	O
dikke	dik	ADJ	O
winst	winst	NOUN	O
te	te	ADP	O
meitsjen	meitsje	VERB	O
.	.	PUNCT	O

Bûten	bûten	ADP	O
it	it	DET	O
museum	museum	NOUN	O
steane	stean	VERB	O
allerhanne	allerhanne	DET	O
antike	antyk	ADJ	O
trekkers	trekker	NOUN	O
mei	mei	ADP	O
ferskate	ferskaat	ADJ	O
masjines	masjine	NOUN	O
.	.	PUNCT	O

De	de	DET	O
trije	trije	NUM	O
kamen	komme	VERB	O
wer	wer	ADV	O
by	by	ADP	O
har	har	PRON	O
werom	werom	ADV	O
.	.	PUNCT	O

Dan	dan	ADV	O
makket	meitsje	VERB	O
er	er	PRON	O
risselwaasje	risselwaasje	NOUN	O
.	.	PUNCT	O

Dy	dy	PRON	O
wol	wolle	VERB	O
...	...	PUNCT	O

Fiele	fiele	ADJ	O
,	,	PUNCT	O
dat	dat	SCONJ	O
se	se	PRON	O
fan	fan	ADP	O
my	my	PRON	O
hold	holle	VERB	O
.	.	PUNCT	O

It	it	PRON	O
hawwe	hawwe	VERB	O
binammen	binammen	SCONJ	O
syn	syn	PRON	O
leden	lid	NOUN	O
west	wêze	AUX	O
dy’t	dy’t	PRON	O
einlings	einlings	ADJ	O
in	in	DET	O
Fryske	Frysk	ADJ	B-MISC
folkshegeskoalle	folkshegeskoalle	NOUN	O
biskrept	biskreppe	VERB	O
hawwe	hawwe	AUX	O
mei	mei	ADP	O
as	as	ADP	O
ûnderkommen	ûnderkomme	VERB	O
trije	trij	NUM	O
forlitten	forlitte	VERB	O
Dútske	Dútsk	ADJ	B-MISC
bunkers	bunker	NOUN	O
yn	yn	ADP	O
de	de	DET	O
dunen	dun	NOUN	O
by	by	ADP	O
Hoarne	Hoarne	PROPN	B-LOC
op	op	ADP	O
Skylge	Skylge	PROPN	B-LOC
.	.	PUNCT	O

‘	‘	PUNCT	O
Om	om	ADP	O
ús	ús	PRON	O
Heit	heit	VERB	O
,	,	PUNCT	O
’	’	PUNCT	O
seit	sizze	VERB	O
Hylck	Hylck	PROPN	B-PER
.	.	PUNCT	O

Dy	dy	PRON	O
hiene	hawwe	AUX	O
terjucht	terjucht	ADJ	O
begrepen	begrepen	ADJ	O
hân	hawwe	VERB	O
dat	dat	SCONJ	O
se	se	PRON	O
,	,	PUNCT	O
om	om	ADP	O
ta	ta	ADP	O
har	har	PRON	O
doel	doel	NOUN	O
te	te	ADP	O
kommen	komme	VERB	O
,	,	PUNCT	O
hjir	hjir	ADV	O
op	op	ADP	O
'	'	PUNCT	O
en	en	CCONJ	O
doer	doer	ADV	O
har	har	PRON	O
tinten	tint	NOUN	O
foargoed	foargoed	ADV	O
opslaan	opslaan	VERB	O
moasten	moatte	AUX	O
,	,	PUNCT	O
en	en	CCONJ	O
dêrom	dêrom	ADV	O
by	by	ADP	O
foarried	foarried	NOUN	O
in	in	DET	O
gebou	gebou	NOUN	O
stichte	stichtsje	VERB	O
,	,	PUNCT	O
om	om	ADP	O
fan	fan	ADP	O
dêrút	dêrút	ADV	O
har	har	PRON	O
oanfallen	oanfal	NOUN	O
te	te	ADP	O
dwaan	dwaan	VERB	O
,	,	PUNCT	O
en	en	CCONJ	O
de	de	DET	O
befolking	befolking	NOUN	O
te	te	ADP	O
oerwinnen	oerwinne	VERB	O
,	,	PUNCT	O
of	of	CCONJ	O
om	om	ADP	O
’t	’t	PRON	O
mear	folle	ADV	O
dageliks	dageliks	ADV	O
te	te	ADP	O
uterjen	uterje	VERB	O
...	...	PUNCT	O
der	der	ADV	O
wiene	wêze	VERB	O
prekers	preker	NOUN	O
komd	komd	ADJ	O
,	,	PUNCT	O
om	om	ADP	O
de	de	DET	O
lju	lju	NOUN	O
ris	ris	ADV	O
te	te	ADP	O
hifkjen	hifkje	VERB	O
,	,	PUNCT	O
en	en	CCONJ	O
om’t	om’t	SCONJ	O
dy	dy	PRON	O
terjucht	terjucht	ADJ	O
ynseagen	ynseaach	NOUN	O
,	,	PUNCT	O
dat	dat	SCONJ	O
as	as	SCONJ	O
hja	hja	PRON	O
net	net	PART	O
by	by	ADP	O
de	de	DET	O
tsjerke	tsjerke	NOUN	O
kamen	komme	VERB	O
,	,	PUNCT	O
de	de	DET	O
tsjerke	tsjerke	NOUN	O
wol	wol	ADV	O
by	by	ADP	O
har	har	PRON	O
komme	komme	VERB	O
moast	moatte	AUX	O
,	,	PUNCT	O
hiene	hawwe	AUX	O
se	se	PRON	O
in	in	DET	O
soart	soart	NOUN	O
skuorre	skuorre	VERB	O
timmere	timmer	ADJ	O
,	,	PUNCT	O
wêr’t	wêr’t	ADV	O
elk	elk	PRON	O
frije	frij	ADJ	O
tagong	tagong	NOUN	O
hie	hawwe	VERB	O
en	en	CCONJ	O
de	de	DET	O
gelegenheid	gelegenheid	NOUN	O
om	om	ADP	O
it	it	DET	O
‘	‘	PUNCT	O
Wurd	wurd	NOUN	O
’	’	PUNCT	O
te	te	ADP	O
hearren	hearre	VERB	O
,	,	PUNCT	O
lykas	lykas	SCONJ	O
dy	dy	DET	O
foargongers	foargonger	NOUN	O
it	it	DET	O
ferstiene	ferstean	VERB	O
en	en	CCONJ	O
útleine	útlizze	VERB	O
...	...	PUNCT	O

It	it	DET	O
meastepart	meastepart	NOUN	O
fan	fan	ADP	O
de	de	DET	O
befolking	befolking	NOUN	O
fan	fan	ADP	O
it	it	DET	O
lân	lân	NOUN	O
wennet	wennje	VERB	O
yn	yn	ADP	O
Bagui	Bagui	PROPN	B-LOC
en	en	CCONJ	O
omkriten	omkriten	NOUN	O
.	.	PUNCT	O

De	de	DET	O
beide	beide	DET	O
gebouwen	gebouw	NOUN	O
wûnder	wûn	ADV	O
ôfsûnderlik	ôfsûnderlik	ADJ	O
ferhierd	ferhiere	VERB	O
oan	oan	ADP	O
ferskillende	ferskillend	ADJ	O
minsken	minske	NOUN	O
.	.	PUNCT	O

Eins	eins	ADV	O
hat	hawwe	VERB	O
ek	ek	ADV	O
dat	dat	DET	O
boek	boek	NOUN	O
,	,	PUNCT	O

Faaks	faaks	ADV	O
soe	sille	AUX	O
se	se	PRON	O
noch	noch	ADV	O
wol	wol	ADV	O
lykfolwat	lykfolwte	VERB	O
oer	oer	ADP	O
de	de	DET	O
holle	holle	NOUN	O
sjen	sjen	VERB	O
,	,	PUNCT	O
as	as	SCONJ	O
hy	hy	PRON	O
der	der	ADV	O
nochris	nochris	ADV	O
wer	wer	ADV	O
troch	troch	ADP	O
yn	yn	ADP	O
’e	’e	DET	O
âlde	âld	ADJ	O
tsjerke	tsjerke	NOUN	O
belânje	belânje	VERB	O
mocht	meie	AUX	O
.	.	PUNCT	O

Sokke	sok	DET	O
iepenbierings	iepenbiering	NOUN	O
,	,	PUNCT	O
dy’t	dy’t	PRON	O
oer	oer	ADP	O
de	de	DET	O
hiele	hiel	ADJ	O
wrâld	wrâld	NOUN	O
plakfine	plakfine	VERB	O
,	,	PUNCT	O
kinne	kinne	AUX	O
allinnich	allinnich	ADV	O
troch	troch	ADP	O
dyjingen	dyjinge	PRON	O
ûntfongen	ûntfinge	VERB	O
wurde	wurde	AUX	O
dy’t	dy’t	PRON	O
ta	ta	ADP	O
de	de	DET	O
heechste	heech	ADJ	O
hierargy	hierargy	NOUN	O
fan	fan	ADP	O
’e	’e	DET	O
tsjerke	tsjerke	NOUN	O
hearre	hearre	VERB	O
.	.	PUNCT	O

Syn	syn	PRON	O
hele	heel	ADJ	O
libben	libben	NOUN	O
draaide	draaie	VERB	O
sa	sa	ADV	O
njonkelytsen	njonkelytse	VERB	O
om	om	ADP	O
dy	dy	DET	O
glêzen	glês	NOUN	O
eagen	each	NOUN	O
.	.	PUNCT	O

Dit	dit	PRON	O
is	wêze	AUX	O
fergees	fergees	ADJ	O
tagonklik	tagonklik	ADJ	O
en	en	CCONJ	O
is	wêze	AUX	O
opset	opset	VERB	O
nei	nei	ADP	O
oanlieding	oanlieding	NOUN	O
fan	fan	ADP	O
it	it	DET	O
10-	10-	NOUN	O
jierrich	jierrich	ADJ	O
bestean	bestean	NOUN	O
fan	fan	ADP	O
Liet	liet	PROPN	B-MISC
International	International	PROPN	I-MISC
en	en	CCONJ	O
it	it	DET	O
25-	25-	NOUN	O
jierich	jierich	ADJ	O
bestean	bestean	NOUN	O
fan	fan	ADP	O
it	it	DET	O
Mercator	Mercator	PROPN	B-ORG
Europeesk	Europeesk	PROPN	I-ORG
Kennissintrum	Kennissintrum	PROPN	I-ORG
foar	foar	ADP	I-ORG
Meartaligens	Meartaligens	PROPN	I-ORG
en	en	CCONJ	I-ORG
Taallearen	Taallearen	PROPN	I-ORG
(	(	PUNCT	O
ûnderdiel	ûnderdiel	NOUN	O
fan	fan	ADP	O
de	de	DET	O
Fryske	Frysk	PROPN	B-ORG
Akademy	Akademy	PROPN	I-ORG
)	)	PUNCT	O
.	.	PUNCT	O

‘	‘	PUNCT	O
Hwat	Hwte	VERB	O
al	al	ADV	O
in	in	DET	O
útfining	útfining	NOUN	O
’	’	PUNCT	O
,	,	PUNCT	O
sei	sizze	VERB	O
de	de	DET	O
apteker	apteker	NOUN	O
.	.	PUNCT	O

’	’	PUNCT	O
Goed	goed	PROPN	O
.	.	PUNCT	O

De	de	DET	O
oanstriid	oanstriid	NOUN	O
óm	ómme	VERB	O
de	de	DET	O
boel	boel	NOUN	O
yn	yn	ADP	O
’e	’e	DET	O
bulten	bulten	NOUN	O
te	te	ADP	O
jaaien	jaaie	VERB	O
,	,	PUNCT	O
óm	óm	X	O
syn	syn	PRON	O
kollegas	kollegas	NOUN	O
stikke	stikke	VERB	O
te	te	ADP	O
litten	litte	VERB	O
of	of	CCONJ	O
himsels	himsels	PRON	O
yn	yn	ADP	O
’e	’e	DET	O
fernieling	fernieling	NOUN	O
te	te	ADP	O
helpen	helpe	VERB	O
,	,	PUNCT	O
stekt	stekje	VERB	O
fon	fon	PRON	O
en	en	CCONJ	O
ta	ta	ADP	O
de	de	DET	O
kop	kop	NOUN	O
óp	óp	NOUN	O
.	.	PUNCT	O

Dat	dat	PRON	O
wolst	wolle	VERB	O
krekt	krekt	ADV	O
net	net	PART	O
!	!	PUNCT	O
’	’	PUNCT	O

It	it	DET	O
wurk	wurk	NOUN	O
fan	fan	ADP	O
de	de	DET	O
Tachtigers	Tachtiger	NOUN	B-MISC
dêr’t	dêr’t	ADV	O
er	er	PRON	O
mei	mei	ADP	O
yn	yn	ADP	O
’e	’e	DET	O
kunde	kunde	NOUN	O
kaam	komme	VERB	O
troch	troch	ADP	O
Albert	Albert	PROPN	B-PER
Verwey	Verwey	PROPN	I-PER
syn	syn	PRON	O
blomlêzing	blomlêzing	NOUN	O
Inleiding	Inleiding	PROPN	O
tot	tot	SCONJ	O
de	de	DET	O
nieuwe	nieuwe	NOUN	O
Nederlandsche	Nederlandsche	PROPN	B-ORG
Dichtkunst	Dichtkunst	PROPN	I-ORG
1905	1905	NUM	O
iepene	iepenje	VERB	O
him	him	PRON	O
de	de	DET	O
eagen	each	NOUN	O
foar	foar	ADP	O
de	de	DET	O
skientme	skientme	NOUN	O
dy’t	dy’t	PRON	O
poëzy	poëzy	PRON	O
jin	jin	PRON	O
ek	ek	ADV	O
ûndergean	ûndergean	ADP	O
litte	litte	VERB	O
kin	kinne	AUX	O
.	.	PUNCT	O

En	en	CCONJ	O
dêr’t	dêr’t	ADV	O
de	de	DET	O
skriuwer	skriuwer	NOUN	O
himsels	himsels	PRON	O
soms	soms	ADV	O
masogistysk	masogistysk	ADJ	O
yn	yn	ADP	O
te	te	ADV	O
kyk	kyk	ADJ	O
en	en	CCONJ	O
te	te	ADP	O
kak	kak	NOUN	O
set	sette	VERB	O
.	.	PUNCT	O

Dur	Dur	ADV	O
vienen	vien	NUM	O
fonsels	fonsel	NOUN	O
vól	vól	ADJ	O
un	un	NOUN	O
pear	pear	NOUN	O
boeren	boere	VERB	O
dy’t	dy’t	PRON	O
de	de	DET	O
bussen	bus	NOUN	O
oan	oan	ADP	O
’e	’e	DET	O
dyk	dyk	NOUN	O
set	sette	VERB	O
hienen	hawwe	AUX	O
,	,	PUNCT	O
do	do	PRON	O
hiest	hean	VERB	O
oltyt	oltyt	SCONJ	O
fon	fon	PRON	O
dy	dy	DET	O
skytsekken	skytsek	NOUN	O
en	en	CCONJ	O
pûpefreonen	pûpefreon	NOUN	O
.	.	PUNCT	O

Se	se	PRON	O
sieten	sitte	VERB	O
der	der	ADV	O
lang	lang	ADJ	O
oer	oer	ADP	O
en	en	CCONJ	O
moasten	moatte	VERB	O
hurd	hurd	ADJ	O
fytse	fytse	VERB	O
om	om	ADP	O
foar	foar	ADP	O
melkerstiid	melkerstiid	NOUN	O
thús	thús	ADV	O
,	,	PUNCT	O
mar	mar	CCONJ	O
se	se	PRON	O
hiene	hawwe	AUX	O
it	it	DET	O
hierd	hierd	NOUN	O
.	.	PUNCT	O

It	it	DET	O
geheimsinnichste	geheimsinnich	ADJ	O
wiene	wêze	AUX	O
de	de	DET	O
jountiden	jountide	NOUN	O
ûnder	û	VERB	O
en	en	CCONJ	O
flak	flak	ADV	O
nei	nei	ADP	O
brea	brea	ADJ	O
iten	iten	NOUN	O
,	,	PUNCT	O
jounen	joune	VERB	O
fol	fol	ADJ	O
melankoly	melankoly	NOUN	O
,	,	PUNCT	O
as	as	ADP	O
pake	pa	NOUN	O
it	it	DET	O
petear	petear	NOUN	O
mei	mei	ADP	O
syn	syn	PRON	O
genamt	genamt	NOUN	O
geande	gean	VERB	O
bisocht	bisinge	VERB	O
to	to	NOUN	O
hâlden	hâlde	VERB	O
,	,	PUNCT	O
almeast	almeast	ADV	O
oer	oer	ADP	O
it	it	DET	O
sjapiter	sjapiter	NOUN	O
fan	fan	ADP	O
‘	‘	PUNCT	O
de	de	DET	O
Dokkumer	Dokkumer	PROPN	O
bus	bus	ADV	O
’	’	PUNCT	O
,	,	PUNCT	O
of	of	CCONJ	O
leaver	leaver	ADV	O
‘	‘	PUNCT	O
de	de	DET	O
Dokkumer	Dokkumer	PROPN	O
bussen	busse	VERB	O
’	’	PUNCT	O
,	,	PUNCT	O
hwant	hwant	CCONJ	O
der	der	ADV	O
rieden	ride	VERB	O
op	op	ADP	O
syn	syn	PRON	O
minst	min	PRON	O
trije	trij	NUM	O
busmaetskippijen	busmaetskippije	VERB	O
û.o	û.o	PRON	O
.	.	PUNCT	O

De	de	DET	O
bondel	bondel	NOUN	O
kaam	komme	VERB	O
ta	ta	ADP	O
stân	stân	NOUN	O
yn	yn	ADP	O
gearwurking	gearwurking	NOUN	O
mei	mei	ADP	O
Omrop	Omrop	PROPN	B-ORG
Fryslân	Fryslân	PROPN	I-ORG
,	,	PUNCT	O
de	de	DET	O
jonge	jong	ADJ	O
ûntwerper	ûntwerper	NOUN	O
Michiel	Michiel	PROPN	B-PER
Postma	Postma	PROPN	I-PER
dei	dei	ADV	O
de	de	DET	O
foarmjouwing	foarmjouwing	NOUN	O
.	.	PUNCT	O

De	de	DET	O
hjerst	hjerst	NOUN	O
bearde	beare	VERB	O
wakker	wakker	ADV	O
om	om	ADP	O
it	it	DET	O
hûs	hûs	NOUN	O
en	en	CCONJ	O
altemets	altemets	PRON	O
krige	krije	VERB	O
ik	ik	PRON	O
it	it	DET	O
gefoel	gefoel	NOUN	O
dat	dat	SCONJ	O
er	er	PRON	O
dwers	dwers	ADJ	O
troch	troch	ADP	O
de	de	DET	O
keamer	keamer	NOUN	O
avensearde	avensearre	VERB	O
.	.	PUNCT	O

Fansels	fansels	ADV	O
is	wêze	AUX	O
der	der	ADV	O
in	in	DET	O
reden	reden	NOUN	O
om	om	ADP	O
soks	soks	PRON	O
te	te	ADP	O
dwaan	dwaan	VERB	O
.	.	PUNCT	O

‘	‘	PUNCT	O
Ophâlde	ophâlde	VERB	O
!	!	PUNCT	O

Hy	hy	PRON	O
leit	lizze	VERB	O
him	him	PRON	O
benammen	benammen	ADV	O
út	út	ADP	O
op	op	ADP	O
âlde	âld	ADJ	O
folksferhalen	folksferhaal	NOUN	O
út	út	ADP	O
Fryslân	Fryslân	PROPN	B-MISC
en	en	CCONJ	O
hat	hawwe	VERB	O
dêr	dêr	ADV	O
in	in	DET	O
protte	protte	NOUN	O
sukses	sukses	NOUN	O
mei	mei	ADP	O
.	.	PUNCT	O

Men	men	PRON	O
kin	kinne	AUX	O
neutrael	neutrael	ADJ	O
wêze	wêze	AUX	O
yn	yn	ADP	O
it	it	DET	O
oanfokken	oanfok	NOUN	O
fan	fan	ADP	O
kninen	knin	NOUN	O
en	en	CCONJ	O
geiten	geite	VERB	O
,	,	PUNCT	O
mar	mar	CCONJ	O
net	net	PART	O
yn	yn	ADP	O
it	it	DET	O
opfieden	opfieid	NOUN	O
fan	fan	ADP	O
de	de	DET	O
siel	siel	NOUN	O
fan	fan	ADP	O
it	it	DET	O
bern	bern	NOUN	O
.	.	PUNCT	O

*	*	PUNCT	O
by	by	ADP	O
it	it	DET	O
ljocht	ljocht	NOUN	O
waard	wurde	VERB	O
fan	fan	ADP	O
’e	’e	DET	O
moarn	moarn	NOUN	O
dúdlik	dúdlik	ADJ	O
hoe	hoe	ADV	O
grut	grut	ADJ	O
de	de	DET	O
skea	skea	NOUN	O
wol	wol	ADV	O
net	net	PART	O
is	wêze	AUX	O
,	,	PUNCT	O
nei	nei	ADP	O
de	de	DET	O
brân	brân	NOUN	O
by	by	ADP	O
jirpelboer	jirpelboer	NOUN	O
Vogels	Vogels	PROPN	B-PER
yn	yn	ADP	O
Furdgum	Furdgum	PROPN	B-LOC

In	in	DET	O
hazzewynhoun	hazzewynhoun	NOUN	O
hie	hawwe	AUX	O
syn	syn	PRON	O
plak	plak	NOUN	O
yn	yn	ADP	O
’e	’e	DET	O
stâl	stâl	NOUN	O
fan	fan	ADP	O
’e	’e	DET	O
jager	jager	NOUN	O
en	en	CCONJ	O
dêr	dêr	ADV	O
húsmanne	húsman	ADJ	O
ek	ek	ADV	O
in	in	DET	O
mûs	mû	NOUN	O
,	,	PUNCT	O
in	in	DET	O
lytse	lyts	ADJ	O
mûs	mûs	NOUN	O
.	.	PUNCT	O

Ofbylden	Ofbylde	VERB	O
dy’t	dy’t	PRON	O
by	by	ADP	O
dit	dit	DET	O
ûnderwerp	ûnderwerp	NOUN	O
hearre	hearre	VERB	O
,	,	PUNCT	O
binne	wêze	AUX	O
te	te	ADP	O
finen	fine	VERB	O
yn	yn	ADP	O
de	de	DET	O
kategory	kategory	NOUN	O
Witmarsum	Witmarsum	PROPN	B-LOC
(	(	PUNCT	O
Netherlands	Netherlands	PROPN	B-LOC
)	)	PUNCT	O
fan	fan	ADP	O
Wikimedia	Wikimedia	PROPN	B-MISC
Commons	Commons	PROPN	I-MISC
.	.	PUNCT	O

Dêr	dêr	ADV	O
komt	komme	VERB	O
by	by	ADP	O
,	,	PUNCT	O
as	as	SCONJ	O
ik	ik	PRON	O
him	him	PRON	O
oansprek	oansprke	VERB	O
op	op	ADP	O
syn	syn	PRON	O
heit	heit	NOUN	O
wêzen	wêze	VERB	O
,	,	PUNCT	O
bring	bringe	VERB	O
ik	ik	PRON	O
net	net	PART	O
allinne	allinne	ADV	O
fertroulike	fertroulik	ADJ	O
achting	achting	NOUN	O
nei	nei	ADP	O
foaren	foaren	ADV	O
,	,	PUNCT	O
mar	mar	CCONJ	O
rop	roppe	VERB	O
ik	ik	PRON	O
him	him	PRON	O
ek	ek	ADV	O
ta	ta	ADP	O
ferantwurding	ferantwurding	NOUN	O
.	.	PUNCT	O

Dêr	dêr	ADV	O
is	wêze	AUX	O
ien	ien	NUM	O
de	de	DET	O
doar	doar	NOUN	O
útgien	útgean	VERB	O
om	om	ADP	O
syn	syn	PRON	O
plicht	plicht	NOUN	O
to	to	NOUN	O
dwaen	dwa	NUM	O
,	,	PUNCT	O
mar	mar	CCONJ	O
hy	hy	PRON	O
is	wêze	AUX	O
bleaun	bleaun	ADV	O
yn	yn	ADP	O
‘	‘	PUNCT	O
e	e	SYM	O
striid	striid	NOUN	O
.	.	PUNCT	O

It	it	DET	O
earste	ien	ADJ	O
lustrum	lustrum	NOUN	O
fan	fan	ADP	O
de	de	DET	O
Jong-Feinte	Jong-Feinte	PROPN	B-MISC
sit	sitte	VERB	O
der	der	ADV	O
op	op	ADP	O
.	.	PUNCT	O

Cora	Cora	PRON	B-PER
prate	prate	VERB	O
altyt	altyt	ADV	O
en	en	CCONJ	O
oeral	oeral	ADV	O
Keuls	Keuls	ADJ	B-MISC
dialekt	dialekt	NOUN	O
.	.	PUNCT	O

‘	‘	PUNCT	O
Ik	ik	PRON	O
woe	wolle	VERB	O
wol	wol	ADV	O
graach	graach	ADV	O
,	,	PUNCT	O
’	’	PUNCT	O
kjirme	kjirmje	VERB	O
se	se	PRON	O
";"	";"	PUNCT	O
‘	‘	PUNCT	O
mar	mar	CCONJ	O
ik	ik	PRON	O
soargje	soargje	VERB	O
ek	ek	ADV	O
by	by	ADP	O
Tsjamke	Tsjamke	PROPN	B-PER
wei	wei	ADP	O
.	.	PUNCT	O

Hylck	Hylck	X	B-PER
sjocht	sjinke	VERB	O
se	se	PRON	O
tôgjen	tôgjen	ADV	O
ûnder	ûnder	ADP	O
de	de	DET	O
takkebosken	takkebosk	NOUN	O
.	.	PUNCT	O

Ien	ien	NUM	O
fan	fan	ADP	O
dy	dy	DET	O
flechtlingen	flechtling	NOUN	O
wie	wêze	AUX	O
Menno	Menno	PROPN	B-PER
Simons	Simons	PROPN	I-PER
mei	mei	ADP	O
syn	syn	PRON	O
folgelingen	folgeling	NOUN	O
,	,	PUNCT	O
de	de	DET	O
Mennoniten	Mennoniten	PROPN	B-MISC
.	.	PUNCT	O

Eelkje	Eelkje	PROPN	B-PER
mwast	mwasse	VERB	O
him	him	PRON	O
helpe	helje	VERB	O
óm	óm	ADJ	O
de	de	DET	O
viete	viet	ADJ	O
kraus	kraus	NOUN	O
út	út	ADP	O
te	te	ADP	O
krijen	krije	VERB	O
.	.	PUNCT	O

De	de	DET	O
resultearjende	resultearjend	NOUN	O
nije	nij	ADJ	O
steat	stute	VERB	O
wie	wêze	AUX	O
de	de	DET	O
Feriene	Feriene	PROPN	B-LOC
Republyk	Republyk	PROPN	I-LOC
Tanzania	Tanzania	PROPN	I-LOC
.	.	PUNCT	O

Fan	fan	ADP	O
alles	alles	PRON	O
dat	dat	SCONJ	O
se	se	PRON	O
diene	dwaan	VERB	O
en	en	CCONJ	O
har	har	PRON	O
útleine	útlizze	VERB	O
hie	hawwe	AUX	O
Hilda	Hilda	SCONJ	B-PER
it	it	PRON	O
measte	folle	ADV	O
net	net	PART	O
opnommen	opnimme	VERB	O
realisearre	realiseajre	VERB	O
se	se	PRON	O
har	har	PRON	O
doe’t	doe’t	SCONJ	O
se	se	PRON	O
de	de	DET	O
klean	klean	NOUN	O
wer	wer	ADV	O
oan	oan	ADP	O
hie	hawwe	VERB	O
.	.	PUNCT	O

Fon	Fon	PRON	O
dy	dy	DET	O
molke	molk	NOUN	O
,	,	PUNCT	O
dot	doe	VERB	O
vie	vi	ADJ	O
lykvóls	lykvóls	ADJ	O
vier	vier	NOUN	O
.	.	PUNCT	O

Meester	Meester	ADP	O
de	de	DET	B-PER
Vries	Vries	PROPN	I-PER
,	,	PUNCT	O
S.J.	S.J.	PROPN	B-PER
van	van	PROPN	I-PER
der	der	PROPN	I-PER
Molen	Molen	PROPN	I-PER
,	,	PUNCT	O
Y.C.	Y.C.	PROPN	B-LOC
In	in	DET	O
briefke	brief	NOUN	O
.	.	PUNCT	O

Wamme	Wam	ADJ	B-PER
Alderts	Alderts	PROPN	I-PER
moast	moatte	AUX	O
fernommen	fernomme	VERB	O
ha	hawwe	AUX	O
dat	dat	SCONJ	O
er	er	PRON	O
mei	mei	ADP	O
syn	syn	PRON	O
tinzen	tinzen	NUM	O
op	op	ADP	O
in	in	DET	O
oar	oar	ADJ	O
plak	plak	NOUN	O
wie	wêze	AUX	O
,	,	PUNCT	O
want	want	CCONJ	O
hy	hy	PRON	O
bûgde	bûge	VERB	O
oer	oer	ADP	O
de	de	DET	O
tafel	tafel	NOUN	O
en	en	CCONJ	O
sei	sizze	VERB	O
fertroulik	fertroulik	ADJ	O
:	:	PUNCT	O
‘	‘	PUNCT	O
Wy	Wy	PRON	O
komme	komme	VERB	O
teminsten	teminsten	ADV	O
yn	yn	ADP	O
ien	ien	NUM	O
ding	ding	NOUN	O
oerien	oerien	ADV	O
,	,	PUNCT	O
hear	hear	INTJ	O
Bockema	Bockema	PROPN	B-PER
,	,	PUNCT	O
de	de	DET	O
soarch	soarch	NOUN	O
om	om	ADP	O
in	in	DET	O
opfolger	opfolch	ADJ	O
skrynt	skrynt	NOUN	O
...	…	PUNCT	O
miskien	miskien	ADV	O
is	wêze	AUX	O
it	it	PRON	O
dêrom	dêrom	ADV	O
wol	wol	ADV	O
dat	dat	SCONJ	O
wy	wy	PRON	O
justerjûn	justerjûn	ADV	O
beide	beide	PRON	O
yn	yn	ADP	O
“	“	PUNCT	O
De	de	DET	O
folle	folle	ADV	O
baarch	baarch	ADJ	O
”	”	PUNCT	O
wiene	wêze	VERB	O
’	’	PUNCT	O
‘	‘	PUNCT	O
Ik	ik	PRON	O
haw	hawwe	AUX	O
it	it	PRON	O
ek	ek	ADV	O
al	al	ADV	O
oanbean	oanbean	ADV	O
,	,	PUNCT	O
’	’	PUNCT	O
seit	sizze	VERB	O
Herman	Herman	PROPN	B-PER
